Name,SMILES_x,DDPD-ID,Drug-Name,Molecular-Weight,Molecular-Formula,data_source
lactose,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,DDPD04465,Lactose,342.2965,C12H22O11,original
lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,DDPD00581,Lactulose,342.2965,C12H22O11,original
lamivudine,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,DDPD00709,Lamivudine,229.256,C8H11N3O3S,original
lamotrigine,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,DDPD00555,Lamotrigine,256.091,C9H7Cl2N5,original
lanreotide,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],DDPD06791,Lanreotide,1096.33,C54H69N11O10S2,original
lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,DDPD00448,Lansoprazole,369.361,C16H14F3N3O2S,original
lanthanum carbonate,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,DDPD06792,Lanthanum carbonate,457.835,C3La2O9,original
lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,DDPD01259,Lapatinib,581.058,C29H26ClFN4O4S,original
lapyrium,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,DDPD09376,Lapyrium,363.521,C21H35N2O3,original
laropiprant,CS(=O)(=O)C1=C2N(CC3=CC=C(Cl)C=C3)C3=C(CC[C@@H]3CC(O)=O)C2=CC(F)=C1,DDPD11629,Laropiprant,435.89,C21H19ClFNO4S,original
larotrectinib,O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1,DDPD14723,Larotrectinib,428.444,C21H22F2N6O2,original
lasmiditan,CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1,DDPD11732,Lasmiditan,377.367,C19H18F3N3O2,original
lasofoxifene,[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,DDPD06202,Lasofoxifene,413.5512,C28H31NO2,original
latamoxef,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,DDPD04570,Latamoxef,520.473,C20H20N6O9S,original
latanoprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,DDPD00654,Latanoprost,432.5928,C26H40O5,original
latanoprostene bunod,O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1,DDPD11660,Latanoprostene bunod,507.624,C27H41NO8,original
lauric acid,CCCCCCCCCCCC(O)=O,DDPD03017,Lauric acid,200.3178,C12H24O2,original
laurocapram,CCCCCCCCCCCCN1CCCCCC1=O,,,281.5,C18H35NO,PubChem
ledipasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,DDPD09027,Ledipasvir,888.9999,C49H54F2N8O6,original
lefamulin,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,DDPD12825,Lefamulin,507.73,C28H45NO5S,original
leflunomide,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,DDPD01097,Leflunomide,270.2073,C12H9F3N2O2,original
lemborexant,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1,DDPD11951,Lemborexant,410.425,C22H20F2N4O2,original
lenalidomide,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,DDPD00480,Lenalidomide,259.2606,C13H13N3O3,original
lenvatinib,COC1=C(C=C2C(OC3=CC=C(NC(=O)NC4CC4)C(Cl)=C3)=CC=NC2=C1)C(N)=O,DDPD09078,Lenvatinib,426.86,C21H19ClN4O4,original
lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,DDPD00528,Lercanidipine,611.7272,C36H41N3O6,original
lesinurad,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,DDPD11560,Lesinurad,404.28,C17H14BrN3O2S,original
letermovir,COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F,DDPD12070,Letermovir,572.561,C29H28F4N4O4,original
letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,DDPD01006,Letrozole,285.3027,C17H11N5,original
leucovorin,[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,DDPD00650,Leucovorin,473.446,C20H23N7O7,original
leuprolide,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,DDPD00007,Leuprolide,1209.3983,C59H84N16O12,original
levacetylmethadol,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD01227,Levacetylmethadol,353.4977,C23H31NO2,original
levallorphan,[H][C@@]12CCCC[C@@]11CCN(CC=C)[C@@H]2CC2=C1C=C(O)C=C2,DDPD00504,Levallorphan,283.4079,C19H25NO,original
levamisole,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,DDPD00848,Levamisole,204.291,C11H12N2S,original
levamlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC,DDPD09237,Levamlodipine,408.88,C20H25ClN2O5,original
levetiracetam,CC[C@H](N1CCCC1=O)C(N)=O,DDPD01202,Levetiracetam,170.212,C8H14N2O2,original
levmetamfetamine,CN[C@H](C)CC1=CC=CC=C1,DDPD09571,Levmetamfetamine,149.237,C10H15N,original
levobetaxolol,CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1,DDPD09351,Levobetaxolol,307.434,C18H29NO3,original
levobunolol,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,DDPD01210,Levobunolol,291.3853,C17H25NO3,original
levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,DDPD01002,Levobupivacaine,288.4277,C18H28N2O,original
levocabastine,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,DDPD01106,Levocabastine,420.528,C26H29FN2O2,original
levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,DDPD00583,Levocarnitine,161.1989,C7H15NO3,original
levocetirizine,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,DDPD06282,Levocetirizine,388.89,C21H25ClN2O3,original
levodopa,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,DDPD01235,Levodopa,197.1879,C9H11NO4,original
levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,DDPD01137,Levofloxacin,361.3675,C18H20FN3O4,original
levoketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,,,531.4,C26H28Cl2N4O4,PubChem
levoleucovorin,NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1,DDPD11596,Levoleucovorin,473.4393,C20H23N7O7,original
levomefolic acid,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,DDPD11256,Levomefolic acid,459.4558,C20H25N7O6,original
levomenol,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,,,222.37,C15H26O,PubChem
levomenthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,DDPD00825,Levomenthol,156.269,C10H20O,original
levomilnacipran,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1,DDPD08918,Levomilnacipran,246.348,C15H22N2O,original
levonordefrin,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,DDPD06707,Levonordefrin,183.2044,C9H13NO3,original
levonorgestrel,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],DDPD00367,Levonorgestrel,312.4458,C21H28O2,original
levorphanol,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,DDPD00854,Levorphanol,257.3706,C17H23NO,original
levosalbutamol,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,DDPD13139,Levosalbutamol,239.3107,C13H21NO3,original
levosimendan,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,DDPD00922,Levosimendan,280.2847,C14H12N6O,original
levothyroxine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,DDPD00451,Levothyroxine,776.87,C15H11I4NO4,original
l-glutamine,N[C@@H](CCC(N)=O)C(O)=O,DDPD00130,L-Glutamine,146.1445,C5H10N2O3,original
lidocaine,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,DDPD00281,Lidocaine,234.3373,C14H22N2O,original
lidoflazine,CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,,,491.6,C30H35F2N3O,PubChem
lifitegrast,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,DDPD11611,Lifitegrast,615.48,C29H24Cl2N2O7S,original
light green sf yellowish,[Na+].[Na+].CCN(CC1=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)S([O-])(=O)=O)=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S([O-])(=O)=O,,,792.9,C37H34N2Na2O9S3,PubChem
linaclotide,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,DDPD08890,Linaclotide,1526.736,C59H79N15O21S6,original
linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,DDPD08882,Linagliptin,472.5422,C25H28N8O2,original
lincomycin,[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,DDPD01627,Lincomycin,406.54,C18H34N2O6S,original
lindane,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,DDPD00431,Lindane,290.83,C6H6Cl6,original
linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,DDPD00601,Linezolid,337.3461,C16H20FN3O4,original
linoleic acid,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,,,280.4,C18H32O2,PubChem
linzagolix,COC1=C(COC2=C(OC)C=C(F)C(=C2)N2C(=O)NC3=CSC(C(O)=O)=C3C2=O)C(F)=C(F)C=C1,,,508.4,C22H15F3N2O7S,PubChem
liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,DDPD00279,Liothyronine,650.9735,C15H12I3NO4,original
liotrix,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,,,1471.8,C30H21I7N2Na2O8,PubChem
lipoic acid,OC(=O)CCCC[C@@H]1CCSS1,DDPD00166,Lipoic acid,206.326,C8H14O2S2,original
lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN,DDPD01255,Lisdexamfetamine,263.3785,C15H25N3O,original
lisinopril,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,DDPD00722,Lisinopril,405.4879,C21H31N3O5,original
lisuride,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@@H](CN2C)NC(=O)N(CC)CC,DDPD00589,Lisuride,338.4466,C20H26N4O,original
lithium carbonate,[Li+].[Li+].[O-]C([O-])=O,DDPD14509,Lithium carbonate,73.89,CLi2O3,original
lithium citrate,[Li+].[Li+].[Li+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,,,210.0,C6H5Li3O7,PubChem
lithium hydroxide,[Li+].[OH-],,,24.0,HLiO,PubChem
l-lactic acid,C[C@H](O)C(O)=O,DDPD04398,Lactic acid,90.0779,C3H6O3,original
lodoxamide,OC(=O)C(=O)NC1=CC(=CC(NC(=O)C(O)=O)=C1Cl)C#N,DDPD06794,Lodoxamide,311.63,C11H6ClN3O6,original
lofexidine,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,DDPD04948,Lofexidine,259.132,C11H12Cl2N2O,original
lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,DDPD00978,Lomefloxacin,351.3479,C17H19F2N3O3,original
lomitapide,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12,DDPD08827,Lomitapide,693.7204,C39H37F6N3O2,original
lomustine,ClCCN(N=O)C(=O)NC1CCCCC1,DDPD01206,Lomustine,233.695,C9H16ClN3O2,original
lonafarnib,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,,,638.8,C27H31Br2ClN4O2,PubChem
loperamide,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,DDPD00836,Loperamide,477.038,C29H33ClN2O2,original
lopinavir,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,DDPD01601,Lopinavir,628.8008,C37H48N4O5,original
loracarbef,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,DDPD00447,Loracarbef,349.769,C16H16ClN3O4,original
loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,DDPD00455,Loratadine,382.883,C22H23ClN2O2,original
lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,DDPD00186,Lorazepam,321.158,C15H10Cl2N2O2,original
lorcaserin,C[C@H]1CNCCC2=CC=C(Cl)C=C12,DDPD04871,Lorcaserin,195.69,C11H14ClN,original
lorlatinib,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,DDPD12130,Lorlatinib,406.421,C21H19FN6O2,original
lormetazepam,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl,DDPD13872,Lormetazepam,335.185,C16H12Cl2N2O2,original
lornoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,DDPD06725,Lornoxicam,371.81,C13H10ClN3O4S2,original
lorpiprazole,[H][C@@]12CCC[C@]1([H])C1=NN=C(CCN3CCN(CC3)C3=CC=CC(=C3)C(F)(F)F)N1C2,DDPD09195,Lorpiprazole,405.469,C21H26F3N5,original
losartan,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,DDPD00678,Losartan,422.911,C22H23ClN6O,original
loteprednol,[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,,,394.9,C21H27ClO5,PubChem
loteprednol etabonate,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,DDPD14596,Loteprednol etabonate,466.96,C24H31ClO7,original
lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,DDPD00227,Lovastatin,404.5396,C24H36O5,original
loxapine,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,DDPD00408,Loxapine,327.808,C18H18ClN3O,original
loxoprofen,CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1,DDPD09212,Loxoprofen,246.3016,C15H18O3,original
lubiprostone,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC,DDPD01046,Lubiprostone,390.468,C20H32F2O5,original
luliconazole,ClC1=CC(Cl)=C(C=C1)[C@@H]1CS\C(S1)=C(\C#N)N1C=CN=C1,DDPD08933,Luliconazole,354.27,C14H9Cl2N3S2,original
lumacaftor,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC(=CC=C1)C(O)=O,DDPD09280,Lumacaftor,452.414,C24H18F2N2O5,original
lumateperone,[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C,DDPD06077,Lumateperone,393.506,C24H28FN3O,original
lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,DDPD06708,Lumefantrine,528.94,C30H32Cl3NO,original
lumefantrine co-artemether,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1,,,3472,C196H218Cl18N6O11,PubChem
lumiracoxib,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,DDPD01283,Lumiracoxib,293.721,C15H13ClFNO2,original
lurasidone,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,DDPD08815,Lurasidone,492.676,C28H36N4O2S,original
lurbinectedin,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4NC4=CC=C(OC)C=C54)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@@]2([H])N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,DDPD12674,Lurbinectedin,784.88,C41H44N4O10S,original
lusutrombopag,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,DDPD13125,Lusutrombopag,591.54,C29H32Cl2N2O5S,original
lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,DDPD00137,Lutein,568.886,C40H56O2,original
lutetium lu 177 dotatate,[177Lu+3].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O,DDPD13985,Lutetium Lu 177 dotatate,1609.55,C65H87LuN14O19S2,original
lutetium lu-177,[177Lu],,,176.94376,Lu,PubChem
lutetium lu-177 vipivotide tetraxetan,[177Lu+3].OC(=O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@H]1CC[C@H](CNC(=O)CN2CCN(CC([O-])=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)CC1)C(O)=O)C(O)=O,,,1216.1,C49H68LuN9O16,PubChem
lycopene,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C,,,536.9,C40H56,PubChem
lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,DDPD00256,Lymecycline,602.6328,C29H38N4O10,original
lynestrenol,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,,,284.4,C20H28O,PubChem
lypressin,[H]N([H])C(=O)C[C@]1([H])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC1=O)C(=O)N1CCC[C@H]1C(=O)NC([H])(CCCCN)C(=O)NCC(N)=O,,,1056.2,C46H65N13O12S2,PubChem
lysine,NCCCC[C@H](N)C(O)=O,DDPD00123,L-Lysine,146.1876,C6H14N2O2,original
macimorelin,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,DDPD13074,Macimorelin,474.565,C26H30N6O3,original
macitentan,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,DDPD08932,Macitentan,588.273,C19H20Br2N6O4S,original
mafenide,NCC1=CC=C(C=C1)S(N)(=O)=O,DDPD06795,Mafenide,186.232,C7H10N2O2S,original
magaldrate,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,,,1115.3,Al5H33Mg10O40S2,PubChem
magnesium,[MgH2],DDPD14513,Magnesium,26.321,H2Mg,original
magnesium acetate,[Mg++].CC([O-])=O.CC([O-])=O,,,142.39,C4H6MgO4,PubChem
magnesium acetate tetrahydrate,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O,DDPD09409,Magnesium acetate tetrahydrate,214.453,C4H14MgO8,original
magnesium ascorbate,[Mg++].[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO.[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)CO,,,374.54,C12H14MgO12,PubChem
magnesium carbonate,[Mg++].[O-]C([O-])=O,DDPD09481,Magnesium carbonate,84.314,CMgO3,original
magnesium cation,[Mg++],DDPD01378,Magnesium cation,24.305,Mg,original
magnesium chloride,[Mg++].[Cl-].[Cl-],DDPD09407,Magnesium chloride,95.211,Cl2Mg,original
magnesium citrate,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,DDPD11110,Magnesium citrate,451.113,C12H10Mg3O14,original
magnesium gluconate,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,DDPD13749,Magnesium gluconate,450.629,C12H26MgO16,original
magnesium glycinate,[Mg++].NCC([O-])=O.NCC([O-])=O,,,172.42,C4H8MgN2O4,PubChem
magnesium hydroxide,[OH-].[OH-].[Mg++],DDPD09104,Magnesium hydroxide,58.32,H2MgO2,original
magnesium malate,[Mg++].OC(CC([O-])=O)C([O-])=O,,,156.38,C4H4MgO5,PubChem
