compound_name,NO.,IUPAC_name,SMILES,CID,logBB,BBB+/BBB-,Inchi,threshold,reference,group,comments,source,MW,AMW,SLogP,SMR,TopoPSA,TopoPSA(NO),nHBAcc,nHBDon,nRot,nAromAtom,nAromBond,nRing,nHetero,nC,nN,nO,nS,HybRatio,FCSP3,apol,bpol,LabuteASA,Lipinski,GhoseFilter
lovastatin,494,"[(1s,3r,7s,8s,8ar)-8-[2-[(2r,4r)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] (2s)-2-methylbutanoate",CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,53232.0|53232.0|53232.0|53232.0|53232.0|,-0.07,BBB+,"InChI=1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1",,R18|R26|R27|R20|,A,,classification|regression,404.2562742520009,6.21932729618463,4.195500000000004,110.8378000000001,72.83,72.83,5,1,6,0,0,3,5,24,0,5,0,0.75,0.75,68.09454799999997,41.32345200000002,174.0805885452926,1,1
loxapine,928,"8-chloro-6-(4-methylpiperazin-1-yl)benzo[b][1,4]benzoxazepine",CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,3964.0|3964.0|3964.0|3964.0|3964.0|3964.0|,0.8,BBB+,"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",,R2|R2|R25|R27|R46|,A,,classification|regression,327.1138398760005,7.978386338439036,3.771400000000003,93.23500000000006,28.07,28.07,4,0,0,12,12,4,5,18,3,1,0,0.2777777777777778,0.2777777777777778,48.34427399999998,24.863726,140.4982889875376,1,1
lubiprostone,5696,"7-[2-(1,1-difluoropentyl)-2-hydroxy-6-oxo-3,4,4a,5,7,7a-hexahydrocyclopenta[b]pyran-5-yl]heptanoic acid",CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,22055035.0,,BBB-,"InChI=1S/C20H32F2O5/c1-2-3-11-19(21,22)20(26)12-10-15-14(16(23)13-17(15)27-20)8-6-4-5-7-9-18(24)25/h14-15,17,26H,2-13H2,1H3,(H,24,25)",,R23|,C,,classification,390.2217805640008,6.613928484135607,4.309900000000003,95.47060000000006,83.83,83.83,4,2,11,0,0,2,7,20,0,5,0,0.9,0.9,59.86137599999997,37.80062400000001,159.0176166341456,1,1
lymecycline,4843,"6-[[[(4s,4as,5as,6s,12ar)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carbonyl]amino]methylamino]-2-aminohexanoic acid",CN(C)[C@@H]1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,54714462.0|nan,,BBB-,"InChI=1S/C29H38N4O10/c1-28(42)13-7-6-9-17(34)18(13)22(35)19-14(28)11-15-21(33(2)3)23(36)20(25(38)29(15,43)24(19)37)26(39)32-12-31-10-5-4-8-16(30)27(40)41/h6-7,9,14-16,21,31,34-35,38,42-43H,4-5,8,10-12,30H2,1-3H3,(H,32,39)(H,40,41)/t14-,15-,16?,21-,28+,29-/m0/s1",,R6||R27|R30|,C,,classification,602.2587934160009,7.435293745876555,-0.610799999999994,151.3916,242.98,242.98,12,9,10,6,6,4,14,29,4,10,0,0.5172413793103449,0.5172413793103449,86.18813399999998,43.87386600000004,247.039311873446,0,0
"lymecycline, antibiotic for culture media use only",4441,"2-amino-6-[[[4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carbonyl]amino]methylamino]hexanoic acid",CN(C)C1C(=O)C(C(=O)NCNCCCCC(N)C(=O)O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,54724371.0,,BBB-,"InChI=1S/C29H38N4O10/c1-28(42)13-7-6-9-17(34)18(13)22(35)19-14(28)11-15-21(33(2)3)23(36)20(25(38)29(15,43)24(19)37)26(39)32-12-31-10-5-4-8-16(30)27(40)41/h6-7,9,14-16,21,31,34-35,38,42-43H,4-5,8,10-12,30H2,1-3H3,(H,32,39)(H,40,41)",-1.0,R19|R23|R27|,B,,classification,602.2587934160009,7.435293745876555,-0.610799999999994,151.3916,242.98,242.98,12,9,10,6,6,4,14,29,4,10,0,0.5172413793103449,0.5172413793103449,86.18813399999998,43.87386600000004,247.039311873446,0,0
mafenide,5905,4-(aminomethyl)benzenesulfonamide,NCc1ccc(S(N)(=O)=O)cc1,3998.0,,BBB-,"InChI=1S/C7H10N2O2S/c8-5-6-1-3-7(4-2-6)12(9,10)11/h1-4H,5,8H2,(H2,9,10,11)",,R23|,C,,classification,186.04629856,8.456649934545455,-0.2072999999999999,45.70660000000001,94.56,86.18,3,2,2,6,6,1,5,7,2,2,1,0.1428571428571428,0.1428571428571428,25.06192999999998,15.54807,71.2369025203341,1,1
malathion,5740,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,4004.0,,BBB-,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3",,R23|,C,,classification,330.0360669580005,8.685159656789487,2.1218,77.56500000000004,138.26,71.06,8,0,9,0,0,0,9,10,0,6,2,0.8,0.8,43.61106699999997,34.350933,121.9659076690836,1,1
mannitol,3890,"4-[(4-chlorophenyl)sulfanylmethyl]-n-[(1s)-1-(3,4-dimethylphenyl)propyl]benzamide",CC[C@H](NC(=O)c1ccc(CSc2ccc(Cl)cc2)cc1)c1ccc(C)c(C)c1,100000453.0,,BBB-,"InChI=1S/C25H26ClNOS/c1-4-24(21-8-5-17(2)18(3)15-21)27-25(28)20-9-6-19(7-10-20)16-29-23-13-11-22(26)12-14-23/h5-15,24H,4,16H2,1-3H3,(H,27,28)/t24-/m0/s1",-1.0,R16|R16|R10|R10|,B,,classification,423.1423631320007,7.693497511490921,7.130240000000007,123.8692,54.40000000000001,29.1,2,1,7,18,18,3,4,25,1,1,1,0.24,0.24,66.06861799999999,30.49138199999999,182.2379468683,0,0
mannitol (d-mannitol),31,"hexane-1,2,3,4,5,6-hexol",OCC(O)C(O)C(O)C(O)CO,453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|453.0|,-1.6,BBB-,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2",,R2|R2|R3|R18|R25|R26|R27|R27|R38|R40|R41|R43|R46|R47|,A,,classification|regression,182.079038168,7.003039929538462,-3.5854,38.19880000000001,121.38,121.38,6,6,5,0,0,0,6,6,0,6,0,1.0,1.0,24.16710199999998,14.044898,69.32936411298864,0,0
maprotiline,1037,"n-methyl-3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propan-1-amine",CNCCCC12CCC(c3ccccc31)c1ccccc12,4011.0|16362.0|4011.0|4011.0|4011.0|4011.0|4011.0|,1.3,BBB+,"InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3",-1.0,R2|R2|R25|R27|R46||R1|R13|R19|R6|R14|R23|R24|R27|R27|R27|R30|R30|R36|,A,,classification|regression,277.1830497360006,6.299614766727287,4.211400000000004,87.90170000000006,12.03,12.03,1,1,4,12,12,5,1,20,1,0,0,0.4,0.4,49.83623899999998,23.64376099999999,126.9462341172835,1,1
maraviroc,5869,"4,4-difluoro-n-[3-[3-(3-methyl-5-propan-2-yl-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octan-8-yl]-1-phenylpropyl]cyclohexane-1-carboxamide",Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,22570509.0,,BBB-,"InChI=1S/C29H41F2N5O/c1-19(2)27-34-33-20(3)36(27)25-17-23-9-10-24(18-25)35(23)16-13-26(21-7-5-4-6-8-21)32-28(37)22-11-14-29(30,31)15-12-22/h4-8,19,22-26H,9-18H2,1-3H3,(H,32,37)",,R23|,C,,classification,513.3279173720011,6.581127145794887,5.950920000000006,139.4826999999999,63.05,63.05,5,1,8,11,11,5,8,29,5,1,0,0.6896551724137931,0.6896551724137931,83.18451299999998,49.35548700000005,218.7639584649171,0,0
mazindol,2525,"5-(4-chlorophenyl)-2,3-dihydroimidazo[1,2-b]isoindol-5-ol",OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,4020.0,,BBB+,"InChI=1S/C16H13ClN2O/c17-12-7-5-11(6-8-12)16(20)14-4-2-1-3-13(14)15-18-9-10-19(15)16/h1-8,20H,9-10H2",-1.0,R1|R13|R19|R6|R14|R23|R27|R27|R30|,B,,classification,284.0716407160004,8.608231536848496,2.6092,79.00280000000002,35.83000000000001,35.83000000000001,3,1,1,12,12,4,4,16,2,1,0,0.1875,0.1875,40.570309,16.401691,121.6892596112302,1,1
mebendazole,7782,methyl n-(6-benzoyl-1h-benzimidazol-2-yl)carbamate,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,4030.0,,BBB-,"InChI=1S/C16H13N3O3/c1-22-16(21)19-15-17-12-8-7-11(9-13(12)18-15)14(20)10-5-3-2-4-6-10/h2-9H,1H3,(H2,17,18,19,21)",,R14|R23|R27|,D,,classification,295.0956912760004,8.431305465028583,2.972200000000001,81.99590000000002,84.07999999999998,84.07999999999998,4,2,3,15,16,3,6,16,3,3,0,0.0625,0.0625,41.09430899999999,18.793691,125.6802482156493,1,1
mebeverine,5218,"4-[ethyl-[1-(4-methoxyphenyl)propan-2-yl]amino]butyl 3,4-dimethoxybenzoate",CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,4031.0,,BBB-,"InChI=1S/C25H35NO5/c1-6-26(19(2)17-20-9-12-22(28-3)13-10-20)15-7-8-16-31-25(27)21-11-14-23(29-4)24(18-21)30-5/h9-14,18-19H,6-8,15-17H2,1-5H3",,R14|,C,,classification,429.2515232200009,6.503810957878802,4.602500000000004,122.4695,57.23,57.23,6,0,13,12,12,2,6,25,1,5,0,0.48,0.48,70.19775499999997,44.63424500000004,185.6082815009916,1,1
mebutamate,1454,"[2-(carbamoyloxymethyl)-2,3-dimethylpentyl] carbamate",CCC(C)C(C)(COC(N)=O)COC(N)=O,6151.0|76963478.0,,BBB+,"InChI=1S/C10H20N2O4/c1-4-7(2)10(3,5-15-8(11)13)6-16-9(12)14/h7H,4-6H2,1-3H3,(H2,11,13)(H2,12,14)",-1.0,R1|R19|R6|R27|R27|R30||R13|R24|R27|R30|,B,,classification,232.14230712,6.44839742,1.2294,58.63280000000003,104.64,104.64,4,2,6,0,0,0,6,10,2,4,0,0.8,0.8,35.44385999999997,24.13214,95.25364611052574,1,1
mecamylamine,5774,"n,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-amine",CNC1(C)C2CCC(C2)C1(C)C,4032.0,,BBB-,"InChI=1S/C11H21N/c1-10(2)8-5-6-9(7-8)11(10,3)12-4/h8-9,12H,5-7H2,1-4H3",,R23|,C,,classification,167.167399672,5.065678777939394,2.4206,52.07670000000004,12.03,12.03,1,1,1,0,0,2,1,11,1,0,0,1.0,1.0,33.47265299999997,21.63734699999999,75.92687204834522,1,1
mechlorethamine,5500,2-chloro-n-(2-chloroethyl)-n-methylethanamine,CN(CCCl)CCCl,4033.0,,BBB-,"InChI=1S/C5H11Cl2N/c1-8(4-2-6)5-3-7/h2-5H2,1H3",,R15|R23|,C,,classification,155.026854712,8.159308142736842,1.3958,38.93700000000001,3.24,3.24,1,0,4,0,0,0,3,5,1,0,0,1.0,1.0,21.14472299999999,13.765277,60.5653856093827,1,0
meclizine,5342,1-[(4-chlorophenyl)-phenylmethyl]-4-[(3-methylphenyl)methyl]piperazine,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,4034.0,,BBB+,"InChI=1S/C25H27ClN2/c1-20-6-5-7-21(18-20)19-27-14-16-28(17-15-27)25(22-8-3-2-4-9-22)23-10-12-24(26)13-11-23/h2-13,18,25H,14-17,19H2,1H3",,R14|R23|,C,,classification,390.1862765440008,7.09429593716365,5.555620000000006,117.766,6.48,6.48,2,0,5,18,18,4,3,25,2,0,0,0.28,0.28,64.13341099999998,31.016589,172.9172887461605,0,1
meclonazepam,2116,"(3s)-5-(2-chlorophenyl)-3-methyl-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one",C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,3033985.0,,BBB+,"InChI=1S/C16H12ClN3O3/c1-9-16(21)19-14-7-6-10(20(22)23)8-12(14)15(18-9)11-4-2-3-5-13(11)17/h2-9H,1H3,(H,19,21)/t9-/m0/s1",-1.0,R1|R13|R6|R27|R30|,B,,classification,329.0567189240003,9.401620540685723,3.426200000000002,88.27910000000003,84.6,84.6,4,1,2,12,12,3,7,16,3,3,0,0.125,0.125,42.60751599999999,16.292484,136.5053833485116,1,1
mecloralurea,1899,"1-methyl-3-(2,2,2-trichloro-1-hydroxyethyl)urea",CNC(=O)NC(O)C(Cl)(Cl)Cl,71808.0|1547471.0,,BBB+,"InChI=1S/C4H7Cl3N2O2/c1-8-3(11)9-2(10)4(5,6)7/h2,10H,1H3,(H2,8,9,11)",-1.0,R1|R19|R6|R27|R27|R30||R24|R27|R30|,B,,classification,219.957310504,12.21985058355556,0.6039999999999999,43.88820000000001,61.36,61.36,2,3,1,0,0,0,7,4,2,2,0,0.75,0.75,21.69155099999998,10.560449,78.79935627112025,1,0
medifoxamine,1735,"n,n-dimethyl-2,2-diphenoxyethanamine",CN(C)CC(Oc1ccccc1)Oc1ccccc1,36109.0,,BBB+,"InChI=1S/C16H19NO2/c1-17(2)13-16(18-14-9-5-3-6-10-14)19-15-11-7-4-8-12-15/h3-12,16H,13H2,1-2H3",-1.0,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,B,,classification,257.1415788480001,6.766883653894738,3.032100000000002,76.48200000000006,21.7,21.7,3,0,6,12,12,2,3,16,1,2,0,0.25,0.25,42.09306699999998,24.242933,113.9351899123646,1,1
medroxyprogesterone,5083,"17-acetyl-17-hydroxy-6,10,13-trimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-3-one",CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,541103.0|10631.0|4042.0,,BBB-,"InChI=1S/C22H32O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h12-13,16-18,25H,5-11H2,1-4H3",,R14||R15||R23|,C,,classification,344.2351448840009,6.039213068140366,4.084400000000003,96.88780000000006,54.37,54.37,3,1,1,0,0,4,3,22,0,3,0,0.8181818181818182,0.8181818181818182,60.48337599999997,33.838624,150.8073857361407,1,1
medrysone,1212,"(6s,8s,9s,10r,11s,13s,14s,17s)-17-acetyl-11-hydroxy-6,10,13-trimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,247839.0|nan,,BBB+,"InChI=1S/C22H32O3/c1-12-9-15-17-6-5-16(13(2)23)22(17,4)11-19(25)20(15)21(3)8-7-14(24)10-18(12)21/h10,12,15-17,19-20,25H,5-9,11H2,1-4H3/t12-,15-,16+,17-,19-,20+,21-,22+/m0/s1",-1.0,R1|R6|R27|R30||R19|R27||R27|R30|,B,,classification,344.2351448840009,6.039213068140366,3.940300000000003,96.81780000000003,54.37,54.37,3,1,1,0,0,4,3,22,0,3,0,0.8181818181818182,0.8181818181818182,60.48337599999997,33.838624,150.8073857361407,1,1
mefenamic acid,3928,"methyl 5-[[(2z)-2-[(2,3-dimethoxyphenyl)methylidene]-3-oxo-1-benzofuran-6-yl]oxymethyl]furan-2-carboxylate",COC(=O)c1ccc(COc2ccc3c(c2)O/C(=C\c2cccc(OC)c2OC)C3=O)o1,100004044.0,,BBB-,"InChI=1S/C24H20O8/c1-27-18-6-4-5-14(23(18)28-2)11-21-22(25)17-9-7-15(12-20(17)32-21)30-13-16-8-10-19(31-16)24(26)29-3/h4-12H,13H2,1-3H3/b21-11-",-1.0,R16|R10|R10|,B,,classification,436.1158176000005,8.386842646153855,4.278600000000004,113.303,93.43000000000002,93.43000000000002,8,0,7,17,17,4,8,24,0,8,0,0.1666666666666666,0.1666666666666666,59.83185999999999,32.21614,183.4547938727832,1,1
mefloquine,881,"[2,8-bis(trifluoromethyl)quinolin-4-yl]-piperidin-2-ylmethanol",OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,4046.0|100004046.0|74990529.0|40692.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|4046.0|,0.63,BBB+,"InChI=1S/C17H16F6N2O/c18-16(19,20)11-5-3-4-9-10(15(26)12-6-1-2-7-24-12)8-13(17(21,22)23)25-14(9)11/h3-5,8,12,15,24,26H,1-2,6-7H2",-1.0,R2|R2|R3|R8|R18|R21|R25|R26|R27|R27|R27|R38|R41|R43|R47|R40||R16|R10||R19|R19|R27|R27|R36||R9|R24|,A,,classification|regression,378.1166824520005,9.002778153619058,4.447900000000003,82.34850000000002,45.15000000000001,45.15000000000001,3,2,2,10,11,3,9,17,2,1,0,0.4705882352941176,0.4705882352941176,45.40268799999998,24.439312,144.5837297471838,1,1
megestrol acetate,5082,"17-acetyl-17-hydroxy-6,10,13-trimethyl-2,8,9,11,12,14,15,16-octahydro-1h-cyclopenta[a]phenanthren-3-one",CC(=O)C1(O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,4474932.0,,BBB-,"InChI=1S/C22H30O3/c1-13-11-16-17(20(3)8-5-15(24)12-19(13)20)6-9-21(4)18(16)7-10-22(21,25)14(2)23/h11-12,16-18,25H,5-10H2,1-4H3",,R14|,C,,classification,342.2194948200008,6.222172633090924,4.004500000000003,96.86380000000004,54.37,54.37,3,1,1,0,0,4,3,22,0,3,0,0.7272727272727273,0.7272727272727273,59.14978999999997,31.83221,150.1177827039564,1,1
meloxicam,3914,methyl 4-hydroxy-5-[(1s)-3-methoxy-3-oxo-1-phenylpropyl]-6-oxo-1h-pyridine-3-carboxylate,COC(=O)C[C@@H](c1ccccc1)c1c(O)c(C(=O)OC)c[nH]c1=O,100004051.0,,BBB-,"InChI=1S/C17H17NO6/c1-23-13(19)8-11(10-6-4-3-5-7-10)14-15(20)12(17(22)24-2)9-18-16(14)21/h3-7,9,11H,8H2,1-2H3,(H2,18,20,21)/t11-/m0/s1",-1.0,R16|R10|,B,,classification,331.1055872640005,8.075746030829281,1.5621,84.98500000000003,105.69,105.69,6,2,5,12,12,2,7,17,1,6,0,0.2352941176470588,0.2352941176470588,45.63748099999999,23.700519,137.4036885042282,1,1
melphalan,282,2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoic acid,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,4053.0|460612.0|100004053.0|4053.0|4053.0|4053.0|4053.0|4053.0|,-0.5,BBB+,"InChI=1S/C13H18Cl2N2O2/c14-5-7-17(8-6-15)11-3-1-10(2-4-11)9-12(16)13(18)19/h1-4,12H,5-9,16H2,(H,18,19)",-1.0,R2|R2|R25|R27|R46||R13|R15||R16|R10|R10|,A,,classification|regression,304.0745331760004,8.218230626378391,1.925,79.41020000000003,66.56,66.56,3,2,8,6,6,1,6,13,2,2,0,0.4615384615384615,0.4615384615384615,41.87627399999997,21.085726,122.6480105934925,1,1
memantine,1375,"3,5-dimethyladamantan-1-amine",CC12CC3CC(C)(C1)CC(N)(C3)C2,4054.0,,BBB+,"InChI=1S/C12H21N/c1-10-3-9-4-11(2,6-10)8-12(13,5-9)7-10/h9H,3-8,13H2,1-2H3",-1.0,R1|R13|R19|R6|R14|R27|R27|R30|,B,,classification,179.167399672,5.269629402117647,2.694100000000001,54.32440000000004,26.02,26.02,1,1,0,0,0,4,1,12,1,0,0,1.0,1.0,35.14265299999997,20.497347,81.07601152261728,1,1
menadione,5665,"2-methylnaphthalene-1,4-dione",CC1=CC(=O)c2ccccc2C1=O,4055.0,,BBB-,"InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3",,R23|,C,,classification,172.052429496,8.192972833142857,2.0119,48.86000000000002,34.14,34.14,2,0,0,6,6,2,2,11,0,2,0,0.0909090909090909,0.0909090909090909,25.30834399999998,9.761656,75.88372370585405,1,1
menitrazepam,1810,"5-(cyclohexen-1-yl)-1-methyl-7-nitro-3h-1,4-benzodiazepin-2-one",CN1C(=O)CN=C(C2=CCCCC2)c2cc([N+](=O)[O-])ccc21,189875.0,,BBB+,"InChI=1S/C16H17N3O3/c1-18-14-8-7-12(19(21)22)9-13(14)16(17-10-15(18)20)11-5-3-2-4-6-11/h5,7-9H,2-4,6,10H2,1H3",-1.0,R1|R13|R19|R6|R24|R27|R27|R27|R30|R30|,B,,classification,299.1269914040005,7.669922856512833,2.860700000000001,84.46140000000004,75.81,75.81,4,0,2,6,6,3,6,16,3,3,0,0.375,0.375,43.76148099999998,21.938519,127.8492129028274,1,1
menthol,5672,5-methyl-2-propan-2-ylcyclohexan-1-ol,CC1CCC(C(C)C)C(O)C1,1254.0,,BBB-,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",,R23|,C,,classification,156.15141526,5.037142427741935,2.439500000000001,47.34980000000002,20.23,20.23,1,1,1,0,0,1,1,10,0,1,0,1.0,1.0,30.83785999999997,20.06414,69.81213265606578,1,0
mepenzolate,3857,"(1r,2s,3r)-2-(benzenesulfonyl)-1-(ethoxymethyl)-3-(4-methoxyphenyl)cyclopropan-1-amine",CCOC[C@@]1(N)[C@@H](S(=O)(=O)c2ccccc2)[C@@H]1c1ccc(OC)cc1,100004057.0|102569326.0,,BBB-,"InChI=1S/C19H23NO4S/c1-3-24-13-19(20)17(14-9-11-15(23-2)12-10-14)18(19)25(21,22)16-7-5-4-6-8-16/h4-12,17-18H,3,13,20H2,1-2H3/t17-,18-,19-/m0/s1",-1.0,R16||R10|,B,,classification,361.1347792160006,7.523641233666679,2.3689,96.56220000000005,87.0,78.62,5,1,7,12,12,3,6,19,1,4,1,0.3684210526315789,0.3684210526315789,54.27423899999998,32.631761,148.2296405106211,1,1
mepenzolatebromide,2157,"(1,1-dimethylpiperidin-1-ium-3-yl) 2-hydroxy-2,2-diphenylacetate;bromide",C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4057.0|nan,,BBB-,"InChI=1S/C21H26NO3/c1-22(2)15-9-14-19(16-22)25-20(23)21(24,17-10-5-3-6-11-17)18-12-7-4-8-13-18/h3-8,10-13,19,24H,9,14-16H2,1-2H3/q+1",-1.0,R1|R13|R14|R27|R30||R9|,B,,classification,340.1907201120908,6.670406276707661,2.704500000000001,96.83920000000006,46.53,46.53,3,1,4,12,12,3,4,21,1,3,0,0.3809523809523809,0.3809523809523809,55.91261799999998,30.967382,148.8062514401466,1,1
meperidine,941,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,4058.0|4058.0|4058.0|4058.0|4058.0|4058.0|4058.0|4058.0|,0.85,BBB+,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",,R47|R2|R2|R20|R25|R27|R46|,A,,classification|regression,247.157228912,6.337364843897436,2.2131,71.48400000000005,29.54,29.54,3,0,3,6,6,2,3,15,1,2,0,0.5333333333333333,0.5333333333333333,41.75665299999998,25.38134699999999,108.7449519952912,1,1
mephenytoin,1482,"5-ethyl-3-methyl-5-phenylimidazolidine-2,4-dione",CCC1(c2ccccc2)NC(=O)N(C)C1=O,4060.0|119127.0,,BBB+,"InChI=1S/C12H14N2O2/c1-3-12(9-7-5-4-6-8-9)10(15)14(2)11(16)13-12/h4-8H,3H2,1-2H3,(H,13,16)",-1.0,R1|R13|R19|R6|R14|R23|R27|R27|R30||R27|R30|,B,,classification,218.105527688,7.270184256266666,1.4735,59.71270000000003,49.41,49.41,2,1,2,6,6,2,4,12,2,2,0,0.3333333333333333,0.3333333333333333,33.17910199999998,18.06089799999999,94.24796470624634,1,1
mephobarbital(methylphenobarbital),1479,"5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,8271.0,,BBB+,"InChI=1S/C13H14N2O3/c1-3-13(9-7-5-4-6-8-9)10(16)14-12(18)15(2)11(13)17/h4-8H,3H2,1-2H3,(H,14,16,18)",-1.0,R1|R13|R19|R6|R14|R23|R27|R27|R30|,B,,classification,246.100442308,7.690638822125,1.0426,64.71970000000003,66.48,66.48,3,1,2,6,6,2,5,13,2,3,0,0.3076923076923077,0.3076923076923077,35.65110199999998,18.928898,104.7744289206867,1,1
meprednisone,2128,"(8s,9s,10r,13s,14s,16s,17r)-17-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthrene-3,11-dione",C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,5284587.0|4063.0|nan,,BBB+,"InChI=1S/C22H28O5/c1-12-8-16-15-5-4-13-9-14(24)6-7-20(13,2)19(15)17(25)10-21(16,3)22(12,27)18(26)11-23/h6-7,9,12,15-16,19,23,27H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,19+,20-,21-,22-/m0/s1",-1.0,R1|R6|R27|R30||R19|R27||R27|R30|,B,,classification,372.1936739960007,6.767157709018194,2.0118,98.59560000000003,91.67,91.67,5,2,2,0,0,4,5,22,0,5,0,0.6818181818181818,0.6818181818181818,59.42020399999997,30.693796,159.0735385561962,1,1
meprobamate,439,[2-(carbamoyloxymethyl)-2-methylpentyl] carbamate,CCCC(C)(COC(N)=O)COC(N)=O,4064.0|100004064.0|4064.0|4064.0|4064.0|4064.0|4064.0|4064.0|4064.0|4064.0|4064.0|,-0.15,BBB+,"InChI=1S/C9H18N2O4/c1-3-4-9(2,5-14-7(10)12)6-15-8(11)13/h3-6H2,1-2H3,(H2,10,12)(H2,11,13)",-1.0,R18|R26|R27|R2|R2|R20|R25|R27|R46||R16|R10|R10|,A,,classification|regression,218.126657056,6.609898698666667,0.9834000000000004,54.08580000000003,104.64,104.64,4,2,6,0,0,0,6,9,2,4,0,0.7777777777777778,0.7777777777777778,32.44027399999997,22.125726,88.88870399612915,1,1
